Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
396b9b162111aa3b3a01606c4dbe1aefccb2d21b,2e3d5a644579e645b2f9e531459f8bc1d2c99d7312d04a6619ba199fd58f06a3f11f395dea90b0110da0ae82bbee0988cb3390b7903ba9d5c114c964a6a1b60c,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1260,10.4,,,32,1,28.25,0.00,0.00,0.00,28.25,Unknown,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806)
3ed8084c2baf020dd3a57e51e9754bd74db4a075,fa291651bedb0cd9f16d0c71824e9086553dafdc206b680150a2270162d4a58fc62e8e94d86249ee13700b74c75f56cdb807c6501a01d27b76879726b4d28c66,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1055,7.47,,,6,32,23.88,5.68,0.00,0.00,29.56,Mobile,Taxicab Insurance Agency Llc,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
3fa1fa97dd90a16de10cd0b6b2e7333252e3e668,b4ac2893286a7c3a55df851a3732ea65d7fb82e1da7a19f728a71651761babfd88544152301073319650be263fd4e1aabc072601e6f452daf22ceb764f8d70d5,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,517,2.37,,,8,28,11.00,1.94,0.00,0.00,12.94,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
4ae4763e8c5d4ed967cd5a3a05f00833b4a2387e,74102c0c2128df140aa219be695337041f4352aaa50cc98c29024edbcbff2522109e14582985fe99a62208957a10e872d6deab358334d79f8d9dbc01dd65730a,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1298,11.4,,,8,43,30.25,0.00,0.00,0.00,30.25,Prcard,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081)
5a435f9b5b08b9d1129fe803e4196faf79906fc2,c9867d006415cbc16529555f98cdeb44cb53aeaf1d9ae7aa8edbb476b6daa416b1f5bdb56a6ea0e5c4cc2729ff8643cffc2b54ce936e90a50a138ea42fbc8a6e,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1320,15.8,,,8,8,40.25,0.00,0.00,4.00,44.25,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
6bfe565666cfb2cff85f089ca2e9e2bfb6844c9d,4adc82e6764f60eb751310764ba0d0ef62aa5e126e550aad834ddcb94ca98206dfcb7b6c28bb5973c6280844b1837654725a852253f5b78aee6ae731f80c8cd1,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,420,3.1,,,24,5,10.50,0.00,0.00,0.00,10.50,Cash,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
80c9c86dab07e26c3370c6c97c5816f4a4323d0f,fea1ad3b44e1a049eb5b1f33d9c53ddd6cae02b095b6a16c8507d94624aab8dcfcaa2eb03f45242370f1dc88ce1f9fed5fff858de8ef863a30868f68a0626773,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1740,0.8,,,76,3,37.50,8.40,0.00,4.00,49.90,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
75c590f4d9fb3b0e415872c7b62e6255513f29c5,ddc301af37ee4eec4a70ce3ac1978ab0b8213660c4736e803249a72b090765e1ef6984cf55cd31547e1d4a89a682a97c07a3d75f541d31c27a87bba760ea01b3,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,240,0,,,28,28,5.25,0.00,0.00,0.00,5.25,Cash,Taxi Affiliation Services,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
76f29038aa0900b4677ae8093dc83d3647e8177f,a1322b6e2287841b33658ac21ce329b9020e69cbe75bf093d61883ec280797056d058f17e66ce9f5889c00240757e75820de340e7356ce0ca534d185800f6038,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,0,0,,,76,76,3.25,0.00,0.00,0.00,3.25,Cash,Top Cab Affiliation,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
78ceaa3a2d7a9e29443d7f5de3ba1f3b2d8ffbf5,6607f4be1b8737ffe33ac1f71d10d1132541d86cd00c1dfa870d51ddf9d7ebf86f5fc56e0c03ad1dc7b2be5a5ca0c0b5c993fc87c227b239c37bf6b4275a8fd7,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1097,10.13,,,,35,27.00,0.00,0.00,4.00,31.00,Cash,Flash Cab,,,,41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863)
7d7808317a08aba6ca119d36e0601d1a8f2c8bb1,678095878a2306fa01b08e520d914baaf2ace4999c5118f1acfd5a144f58b2e80bc79d9007ce5bf3e7506ef733fb76067a9fc5896d56c4acd4876f0cdd9db2d7,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1087,13.21,,,56,8,33.50,7.60,0.00,4.00,45.60,Credit Card,Flash Cab,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
99b0857fc76183e3f60fb8457765096ce5441457,c7063e6a4cb6f2b5d1ad2873ef63ec58b345feced3fb8b7bca6d4765859a70fa9ba509bfd125dfc8363a45095ac731a8bd778f861b7ca097a642e5cc88a94f77,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,484,3.16,,,24,7,14.25,3.39,0.00,0.00,17.64,Mobile,Blue Ribbon Taxi Association,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
9d620b4a4ddf56728cd17bd4a1c83443eb096cb8,94392ee820e83f72bebb76726fcf270ae473528a67189cbbbd487ad44d63371c770790c38a39f6f79a109aa3c4715e017b9d10e992f4fe9bda1d860d464cc8e7,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,709,1.33,,,1,1,8.25,0.00,0.00,0.00,8.25,Cash,Medallion Leasin,42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806),42.009622881,-87.670166857,POINT (-87.6701668569 42.0096228806)
a503bb355f225edb0779d38b3ce49f426309bec5,ec56c095d0e5b779d527c06e9551ccb27b04c70e1b8d8efb43307687869ce0412747b884e1012be095f35d5a0a8775c852b7bb4a237eb5d76992fea145bb7ff6,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,0,0,,,6,6,3.25,2.85,0.00,10.50,16.60,Credit Card,Chicago Independents,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
90b679f227bf1901ca4993b30d5fbe4643108ce8,1a1189d1e9f4f676bbeaf49903912684b94453576a234f5d936dd20a4c68663576906b385222d8e26caaacefdad8a154d7dd0cda53857350c7ea755e7a51bcfc,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,860,3.44,,,8,33,12.50,0.00,0.00,1.00,13.50,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
ad148562cd724cd9f66f5c3ff8905121e6b377e3,2c6ef81b0ba1f2bbe58cb63f171b872e9e3f53d4c34a3cea273685a97da3bf5e7711767303f028d68f735c5a7acf04d94965ffc332e389515d91ec77cd5ab6dc,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1500,12,,,76,2,31.50,0.00,0.00,4.00,35.50,Cash,"Taxicab Insurance Agency, LLC",41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
b8653ac64b2b3a4cb1ebcf8f314e21e89cf7bb3e,624a6a680c34b514659e430a8c859b763e61c2cd9f0e2f076fe0b2bc6157670cf884a9fb4dca2bd996ba2ae7315f9527cb1fd3fda8e0ab7641f247bb3dfb560e,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1587,16.3,,,76,7,40.50,0.00,0.00,5.00,45.50,Cash,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
bd978c3ddcad9299c34c2282800a31129c7ef9e7,f78d14baa2d1f80febaa17d73381c2eadb406cf4537522e111615ca2ccc9854f515cf1bb9dc9a9f48c4fdbf3e4e3adac120d6c6cc00dcd2aa715276b28bed0ad,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,2160,19.2,,,76,6,49.00,10.00,0.00,5.00,64.00,Credit Card,Choice Taxi Association,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
cd4e01f53da19e2f08f6446b33e70adb34a668d6,65b5c4f82c4a04a7a956934747a17c560f1b1ed2ec97ef2510c6b0d8abb6aadcedf79499123b951f04eba649f2399d9748968f79a22fb1110ac6eb85b8fdb084,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1881,15.79,,,39,28,40.50,0.00,0.00,0.00,40.50,Prcard,Flash Cab,41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
cf160639a6536ef5f20dcc8713e672dc2ba2f1c4,b4918e3dc616260ba3c7c57ccf5345c43f853abd067d61aaa32e4ec344d44938260d4f7ef46913aa2a3ff556b05c32e3157899097fd68b8f732d88e3dd16d8dd,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1320,13.8,,,76,7,35.25,7.95,0.00,4.00,47.20,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
d25e149ef91b54bb6c29e8e322007f0938101bfe,390210c789e65184cf389dd3484688acf1956ab0c6618362f43f2f60da01b8b3a2afb54349a98fa29c22d66ef23d7dd607493da0c78794b18893cc57b8af4799,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1500,1,,,76,28,41.00,10.00,0.00,5.00,56.00,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
ef3ee697a98273228851f431ab2cc09ff3b8ccd2,3d4d650b0b10ca90ad2b4ac59a5f5b5f6d7bec7485211b2a41f1f63c5b83edd5b2efb7bf7290bddb0ddd12a91d0c89738767d70f47cfb1689686936a376031db,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,908,4.26,,,16,16,13.50,0.00,0.00,1.00,14.50,Cash,Flash Cab,41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253),41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253)
dd99b61f869dd4211f086d468784f838c6be8341,cb3bd991c2f7932527ef9d5f341674dfba53745f25fe3e05ded26ff578785bca01360ef8eed19863aff2222ef99561737af9d9a331981586e43c57b1d485c8e8,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1339,15.94,,,76,24,39.50,6.75,0.00,5.00,51.75,Credit Card,Blue Ribbon Taxi Association,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
e795083dc95d9af8f4321e9089cdf67fe035f09e,f7782da531b08c6ce5a1e16a8c2998f6f4f7943f29ab53713949ec17f3b4d7f8b4cd8a84da2fe7c4b0a17f1fc3439e376d3bfec25d83652dfa4468342e25f6b1,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,720,3,,,8,33,11.00,2.60,0.00,1.50,15.10,Credit Card,"Taxicab Insurance Agency, LLC",41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
1331f7a37850d9673b465e85cffa6c369d5cf5af,57c40509cae37a0e5e536a657cdb7f8c6824314bc466a78ece1747f86565de8527721e24e67bcb4df69d763ca286b3c227c7993484b6c2c3d16def47a6d4a917,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1320,0,,,56,8,35.50,8.00,0.00,4.00,47.50,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
168a06f236e1c1d9b6a3a4dc0147876abbf032df,9aa3a93e0b6e0555523d1554d51db2037c14c34125117b4d2fb0338cfbfc6f3b061dc70f995f56b0921260556579add12ebd3ae7b74ec6eebce00c6e0a341c19,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1140,7.5,,,6,28,21.75,0.00,0.00,1.00,22.75,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
19bbc641459793838b74be87f17eefe052715713,b14127641a021546acb76a38801c1d4589c7e30b95d156e085617eebc15b469315bb0a6414368cad53fb5732fd8eb995fa11ab364fb3a36af5bfae8d716f8826,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1481,16.2,,,56,6,40.75,9.15,0.00,4.50,54.90,Credit Card,Medallion Leasin,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
348ae27d84eb78517b6ff2eae446fd1271fe483e,8942c504d38b52d769ac1800e8c7dde070687626dcae14d708c2fcc98e3f7a9fd7b7501543a9203f37d49eeba4aef40729e51cc2009b154cb08a3aa2286fab16,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,540,0.2,,,33,39,13.00,0.00,0.00,0.00,13.00,Unknown,Taxi Affiliation Services,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826)
3f5d9d92080c327b2a4c05810b29e3c335e4bc9e,119db775284b2ff29c31eba3cd0166a049b0a48e4f3a6ccbfbf4ce07aa861fcf363a52f35885851d6948616b46b4f77eaba65ab72567e7ebe624d243b0c8d82e,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,269,0.82,,,8,32,5.50,0.00,0.00,2.50,8.00,Cash,Medallion Leasin,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
242e3dc017300fc3db5f339762da7e672eb76e2b,78d1ae230754ef2eca7aa3e828789bc4714b8a261a35d5a68ec99361a2ac78cadf9daceaf0feaf8965e9932ad127499fd270df74e1308b412a4da1ea8c0fbbfa,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1608,18.02,,,,8,45.00,4.00,0.00,4.00,53.50,Mobile,City Service,,,,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
24f3599f4419edc5de48d2ed3743e2360f05983a,09fa5981c7e26333fda83e361dc043dfe136d3bd7940d29cccf81644c98653400e02b7af68fb38274addb599e107158e08360eb2909af4cabd9e951d05a55896,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1080,6.3,,,6,8,19.00,5.10,0.00,1.00,25.10,Credit Card,Choice Taxi Association,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
5019b05178562174469782c28cbbc050311b1e6d,8f4cde3f6d55c38289233d1679f415c6442273549398887146c6322c8410b29bb3b72514e950e4f7fd080c47f88a53fa8454f8662ae92f84de30fb3da315fa89,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1639,17.9,,,76,8,44.75,9.75,0.00,3.50,58.50,Credit Card,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
542a532286b925bb2523a3483446a2d23ecafda7,466d3da29f8bfe40bb8c4bbf96621d8d545c045d50d5958fd7505318a1803ab6f21aa39f0b56b4817453e47a5a2506cb80f0650eded81b233177fc1c51060bd9,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,396,2.03,,,76,,8.25,0.00,0.00,8.00,16.25,Cash,Blue Ribbon Taxi Association,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
65e186596a58e0442cb1b882b86c7147cb1c36f1,33c877ad242c484ce01ba5a4447f4b699eb84d5c9a3efa293e79f1c91ff67c4d6edfb5b51f1ca3a570b0df9ab336af70c9768548e5188e06a63583f0a20428c2,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,600,4,,,76,,12.50,0.00,0.00,5.00,17.50,Cash,U Taxicab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
6f59db65e47b0713548a139253c3c6479cd2b9be,66d3807bc1b0bcf7c3b90c19f7c13356cdd60995199804afe2355e2736bf4a56d616f7f783596da3bdcb6b755c43d8b26818486f213604c04b6ebbcd9b99abc8,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,931,7.63,,,33,6,21.50,0.00,0.00,0.00,21.50,Prcard,Flash Cab,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
8499552e1549f13a41063060534f69c292a7cddf,4a8861a835a9dbd2b8b56baf50d2e7d1dde4be4b8eccd919e658f28f3ce1e72ee47a9c505e2f4e2477db62281e5ed2333f57ddeb984f6bfc23330dcfe64b41e1,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,724,4.33,,,76,,13.50,0.00,0.00,4.00,17.50,Cash,Star North Taxi Management Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
8436205d622ffa6db33ff8ce56b76d735e71d722,7ed122481c0964a5555309bf4696e25bbf7def086d7ecb94b4910b6129501468f748621f8c51a9e0daaaa8ecca9624925356a53e2860cefdbc3caf730404d9a9,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,540,0,,,32,6,14.65,2.20,0.00,0.00,16.85,Credit Card,"Taxicab Insurance Agency, LLC",41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
736942a03b11171f1ad592d51ad9d59849280ca1,a8a92489a3ae6b147c7a797ed38514252cd091e9e9a7bf6bc5019a9adea32e97f35445600095833bc91333840a7b11aeeab678d6d57606444b246ec3279186c5,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,633,3.8,,,,,12.25,3.35,0.00,4.00,20.10,Credit Card,Globe Taxi,,,,,,
787e4ece535eb08e16223f871e8d454765b62184,9e402f28d4da35014d6f3171cf85336476cebfccf7904890ade2c60e59cbea30c5c169ee75b6d7e764d25d327b9c047a014c01673b61a9069d6bb6f7e023fe9c,06/01/2022 12:00:00 AM,06/01/2022 12:45:00 AM,2160,18.3,,,76,32,47.50,0.00,0.00,5.00,52.50,Credit Card,"Taxicab Insurance Agency, LLC",41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
78da3ca0938ad9d26d4069230d9b4997402b42cc,c57508f365f1bdac3be5e7de12fb19c8d669c37d515e41ce850c82ddb102742fa9fe614b9f87db01a764b52beccd09e57172ff3c513cfd4799828feb8c94028c,06/01/2022 12:00:00 AM,06/01/2022 12:30:00 AM,1490,17.05,,,76,32,42.50,11.75,0.00,4.00,58.75,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
945e92cde36f752822ef0f4ccde75562dbbf936e,5f9b8ebe05b8a28245cdc7b2c203aa8997bd86c7d87b05ced10faba715b760bbc484f3cb5f219abad87a2077054c1aeb1fcaacf348d9c9a60a82b0cacf67d00b,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,640,2.24,,,6,5,9.50,0.00,0.00,0.00,9.50,Cash,Flash Cab,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.947791586,-87.683834942,POINT (-87.6838349425 41.9477915865)
9749754aca6508e8e76b53afa9827c7b2ee22abf,1bb291b27cad860cc5e09ee3aea1261128edd297b00374adfcc6e40321f6310ee5b8472821d03d84ae58d1c7773410fd3c81cafd92ff2f3a1534df351322a0a5,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1625,18.15,17031980000,17031081403,76,8,44.75,0.00,0.00,4.00,48.75,Cash,Sun Taxi,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
a8a271531fb237bb8c6726b8d41cac6e4acc1dcb,a9263292f54a406cd0fb2bac808b9aaca91f770ad5e0fdb9f4ef446a77fe5b81144b2f88e1190ccf7045dc675362bd31b514fa0c5a5f5f6107bfd78693682805,06/01/2022 12:00:00 AM,06/01/2022 12:00:00 AM,360,3,,,35,39,10.00,0.00,0.00,0.00,10.00,Cash,Taxi Affiliation Services,41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863),41.808916283,-87.596183344,POINT (-87.5961833442 41.8089162826)
b32b0259e817fd15fb5265254db53b681a9eb3ce,3f46ef398d3308fb9794b8c5de450a88439d16c47b77b79398f0e84b804e7aad4789cb5ee08f74c8b7f89a444653706802a31cfdc8b99d3867a16794641fb759,06/01/2022 12:00:00 AM,06/01/2022 12:15:00 AM,1011,10.96,,,,,28.50,0.00,0.00,8.00,36.50,Cash,Sun Taxi,,,,,,
